Feature_ID,Feature_Name,Clean_Feature_Name,Target,Diameter,lat,lng,Continent,Ethnicity,Feature_Type,Feature_Type_Code,Approval_Date,Origin,Feature,Article,Singular,Plural,Description,Venus
5432,Seoritsu Farra,Seoritsu Farra,Venus,230,-30,11,Asia,Japan,Farra,FR,1994,Japanese stream goddess.,"Farrum, farra",A,Farrum,farra,"a pancake-like structure, or a row of such structures",water goddesses
5433,Sephira Mons,Sephira Mons,Venus,275,-43,28,Europe,Spain,Montes,MO,2003,Spanish goddess of intelligence and creativity.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
5437,Serova Patera,Serova Patera,Venus,60,20,247,Europe,Soviet,Paterae,PE,1997,Valentina (Polovikova); Soviet actress (1918-1975).,"Patera, paterae",A,Patera,paterae,"an irregular crater, usually referring to the dish-shaped depression atop a volcano",famous women
5438,Seseg,Seseg,Venus,9.8,-36.3,312.6,Asia,Buriat,Craters,AA,1997,Buryat (Siberia) first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
6904,[Seshat Mons],Seshat Mons,Venus,62,26.3,33.2,Africa,Egypt,Montes,MO,1991,Egyptian goddess of writing.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
5800,Sévigné,Sevigne,Venus,29.6,52.6,326.5,Europe,France,Craters,AA,1985,Marie; French writer (1626-1696).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5447,Seymour,Seymour,Venus,63,18.2,326.5,Europe,England,Craters,AA,1994,Jane; English queen (c. 1509-1537).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5448,Sezibwa Vallis,Sezibwa Vallis,Venus,300,-44,37,Africa,Uganda,Valles,VA,1997,Ganda river spirit.,"Vallis, valles",A,Vallis,valles,a valley,"the word for Venus in various world languages (if 400 km and longer), or river goddesses (if less than 400 km in length)"
5454,Shait Tessera,Shait Tessera,Venus,220,-54,173.5,Africa,Egypt,Tesserae,TE,1997,Egyptian human destiny goddess.,"Tessera, tesserae",A,Tessera,tesserae,"an area of tile-like, polygonal terrain. Often represents the oldest material at any given location",goddesses of fate and fortune
5457,Shakira,Shakira,Venus,17.6,3,213.6,Europe,Russia,Craters,AA,1994,Bashkir first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5459,Shala Mons,Shala Mons,Venus,90,39.4,208,Asia,Phoenician,Montes,MO,2006,Canaanite (Phoenicia) storm goddess.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
5464,Shamiram Tholus,Shamiram Tholus,Venus,10,-6.9,335.2,Asia,Armenian,Tholi,TH,2000,Armenian goddess of love.,"Tholus, tholi",A,Tholus,tholi,a small domical mountain or hill,miscellaneous goddesses
5475,Shasenem,Shasenem,Venus,9,-44,258.9,Asia,Turkmenistan,Craters,AA,1997,Turkman first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5481,Sheila,Sheila,Venus,5.6,19.9,50.2,Europe,Ireland,Craters,AA,1997,Irish/Celtic first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5482,Shelikhova Patera,Shelikhova Patera,Venus,60,-75.7,162.5,Europe,Russia,Paterae,PE,1997,Natalia; Russian explorer of Alaska (c. 1750-c. 1800).,"Patera, paterae",A,Patera,paterae,"an irregular crater, usually referring to the dish-shaped depression atop a volcano",famous women
5488,Shih Mai-Yu,Shih Mai Yu,Venus,22.3,18.4,318.9,Asia,China,Craters,AA,1994,Chinese physician (1873-1954).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5489,Shimti Tessera,Shimti Tessera,Venus,1275,31.9,97.7,Asia,Babylon,Tesserae,TE,1985,Babylonian; Ishtar as the goddess of fate.,"Tessera, tesserae",A,Tessera,tesserae,"an area of tile-like, polygonal terrain. Often represents the oldest material at any given location",goddesses of fate and fortune
5491,Shirley,Shirley,Venus,18,31.5,55.4,Europe,England,Craters,AA,2000,English first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5492,Shishimora Dorsa,Shishimora Dorsa,Venus,800,37,297,Europe,Slavic,Dorsa,DO,1997,E. Slavic night and dreams deity.,"Dorsum, dorsa",A,Dorsum,dorsa,"a ridge, sometimes called a wrinkle ridge",sky goddesses
5493,Shiwanokia Corona,Shiwanokia Corona,Venus,500,-42,279.8,North America,Pueblo,Coronae,CR,1994,Zuni fertility goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
5498,Sholpan Vallis,Sholpan Vallis,Venus,590,-63.9,150,Asia,Kazakhstan,Valles,VA,2003,Kazakh and Karakalpak name of planet Venus.,"Vallis, valles",A,Vallis,valles,a valley,"the word for Venus in various world languages (if 400 km and longer), or river goddesses (if less than 400 km in length)"
5505,Shulamite Corona,Shulamite Corona,Venus,275,-38.8,284.3,Asia,Hebrew,Coronae,CR,1997,Hebrew fertility goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
5507,Shulzhenko Patera,Shulzhenko Patera,Venus,60,6.5,264.5,Europe,Soviet,Paterae,PE,1997,Klavdiya; Soviet singer (1906-1984).,"Patera, paterae",A,Patera,paterae,"an irregular crater, usually referring to the dish-shaped depression atop a volcano",famous women
5509,Shushan,Shushan,Venus,8.5,-43.8,70.2,Asia,Armenian,Craters,AA,1997,Armenian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5510,Shyv-Amashe Corona,Shyv Amashe Corona,Venus,410,-57,63,Europe,Chuvash,Coronae,CR,1997,Chuvash (Volga Region) main water goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
5514,Sicasica Fluctus,Sicasica Fluctus,Venus,175,-52,180.4,South and Central America,Bolivia,Fluctūs,FL,1994,Aymara (Bolivia) mountain goddess.,"Fluctus, fluctūs",A,Fluctus,fluctūs,"terrain covered by outflow of liquid, like lava",miscellaneous goddesses
6906,[Siddons],Siddons,Venus,47,61.6,340.6,Europe,Great Britain,Craters,AA,1992,Sarah; English actress (1755-1831). Changed to Siddons Patera.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5518,Siddons Patera,Siddons Patera,Venus,47,61.6,340.6,Europe,Great Britain,Paterae,PE,1997,Sarah; English actress (1755-1831).,"Patera, paterae",A,Patera,paterae,"an irregular crater, usually referring to the dish-shaped depression atop a volcano",famous women
5519,Sidney,Sidney,Venus,20.2,13.4,199.6,Europe,England,Craters,AA,1994,Mary; Elizabethan dramatist (1561-1621).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5521,Siduri Mons,Siduri Mons,Venus,105,-42.3,297.3,Asia,Babylon,Montes,MO,1997,Babylonian goddess of wine and wisdom.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
5524,Sif Mons,Sif Mons,Venus,200,22,352.4,Europe,Germany,Montes,MO,1982,Teutonic goddess; Thor's wife.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
5525,Sige Dorsa,Sige Dorsa,Venus,478,31.2,106.9,Asia,Babylon,Dorsa,DO,1991,Babylonian sky goddess.,"Dorsum, dorsa",A,Dorsum,dorsa,"a ridge, sometimes called a wrinkle ridge",sky goddesses
5527,Sigrid,Sigrid,Venus,16.2,63.6,314.4,Europe,Scandinavian,Craters,AA,1985,Scandinavian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5528,Sigrun Fossae,Sigrun Fossae,Venus,970,50.5,18,Europe,Norse,Fossae,FO,1985,Norse Valkyrie.,"Fossa, fossae",A,Fossa,fossae,"a long, narrow, shallow depression",goddesses of war
5532,Siksaup Dorsa,Siksaup Dorsa,Venus,650,-73,228,Asia,Burma,Dorsa,DO,1997,Kachin (Burma/Myanmar) sun goddess.,"Dorsum, dorsa",A,Dorsum,dorsa,"a ridge, sometimes called a wrinkle ridge",sky goddesses
5536,Silvia Corona,Silvia Corona,Venus,270,12.6,355.7,Europe,Roman,Coronae,CR,1997,Roman earth goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
5537,Simbya,Simbya,Venus,4,-74.4,130,Asia,Siberia,Craters,AA,1997,Nganasan (Samoyed) first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
6907,[Simone],Simone,Venus,14,59.5,82,Europe,France,Craters,AA,1994,French first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5540,Simonenko,Simonenko,Venus,31.9,-26.9,97.6,Europe,Russia,Craters,AA,1991,Alla Nikolayevna; Soviet astronomer (1935-1984).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5542,Simoting Corona,Simoting Corona,Venus,270,41.2,21.5,Asia,India,Coronae,CR,2003,Naga (Tibetan people in NE India) ancestor of all people.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
5550,Sinanevt Dorsa,Sinanevt Dorsa,Venus,1800,66.5,171,Europe,Russia,Dorsa,DO,1997,"Itelmen (Kamchatka) Raven's daughter, wife of sky man.","Dorsum, dorsa",A,Dorsum,dorsa,"a ridge, sometimes called a wrinkle ridge",sky goddesses
5551,Sinann Vallis,Sinann Vallis,Venus,425,-49,270,Europe,Ireland,Valles,VA,1994,Irish river goddess.,"Vallis, valles",A,Vallis,valles,a valley,"the word for Venus in various world languages (if 400 km and longer), or river goddesses (if less than 400 km in length)"
5556,Sinlaku Corona,Sinlaku Corona,Venus,300,17.3,260.3,Oceania,Micronesia,Coronae,CR,2003,"Micronesian (Kosrae Island, Caroline Islands) breadfruit tree goddess.","Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
5574,Sirani,Sirani,Venus,28.3,-31.5,230.4,Europe,Italy,Craters,AA,1994,"Elisabetta; Italian painter, etcher, printmaker (1638-1665).","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5576,Sirona Dorsa,Sirona Dorsa,Venus,700,-43.5,193.5,Europe,Celtic,Dorsa,DO,1997,Celtic sky goddess.,"Dorsum, dorsa",A,Dorsum,dorsa,"a ridge, sometimes called a wrinkle ridge",sky goddesses
5583,Sitapi Coronae,Sitapi Coronae,Venus,270,-36.5,246.8,Asia,Indonesia,Coronae,CR,2006,"Indonesian earth, nature, and creator goddess.","Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
5584,Sith Corona,Sith Corona,Venus,350,-10.2,176.5,Europe,Norse,Coronae,CR,1994,Norse harvest goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
5587,Sitwell,Sitwell,Venus,32.8,16.6,190.4,Europe,England,Craters,AA,1994,"Edith; English poet, critic (1887-1964).","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5590,Skadi Mons,Skadi Mons,Venus,40,64,4,Europe,Norse,Montes,MO,1994,Norse mountain goddess.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
5608,Snegurochka Planitia,Snegurochka Planitia,Venus,2775,86.6,328,Europe,Russia,Planitiae,PL,1985,"Snow maiden in Russian folktales, melted in spring.","Planitia, planitiae",A,Planitia,planitiae,a low plain,mythological heroines
5612,Snotra Tesserae,Snotra Tesserae,Venus,1000,24,134,Europe,Scandinavian,Tesserae,TE,1997,Scandinavian goddess of wisdom.,"Tessera, tesserae",A,Tessera,tesserae,"an area of tile-like, polygonal terrain. Often represents the oldest material at any given location",goddesses of fate and fortune
5616,Sobra Fluctus,Sobra Fluctus,Venus,700,6,248,Oceania,Melanesia,Fluctūs,FL,1997,Marindanim (New Guinea and Melanesia) creator goddess.,"Fluctus, fluctūs",A,Fluctus,fluctūs,"terrain covered by outflow of liquid, like lava",miscellaneous goddesses
5618,Sogbo Dorsa,Sogbo Dorsa,Venus,900,-40,237,Africa,Benin,Dorsa,DO,1997,Fon (Benin) thunder goddess/god.,"Dorsum, dorsa",A,Dorsum,dorsa,"a ridge, sometimes called a wrinkle ridge",sky goddesses
5619,Sogolon Planitia,Sogolon Planitia,Venus,1600,8,107,Africa,Mali,Planitiae,PL,1997,"Mandingo (Mali) epic heroine, buffalo-woman, mother of giant.","Planitia, planitiae",A,Planitia,planitiae,a low plain,mythological heroines
5621,Solace,Solace,Venus,5.3,35.9,317.2,Europe,Latin,Craters,AA,2000,Latin first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
6908,[Somagalags Corona],Somagalags Corona,Venus,105,9.3,348.5,North America,Canada,Coronae,CR,1994,Bella Coola earth mother. Name changed to Somagalags Montes.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
5642,Somagalags Montes,Somagalags Montes,Venus,105,9.3,348.5,North America,Canada,Montes,MO,1997,Bella Coola earth mother. Name changed from Somagalags Corona.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
5646,Sonmunde Fluctus,Sonmunde Fluctus,Venus,400,-60,120,Asia,Korea,Fluctūs,FL,1997,Korean mountain goddess.,"Fluctus, fluctūs",A,Fluctus,fluctūs,"terrain covered by outflow of liquid, like lava",miscellaneous goddesses
5648,Sopdet Tesserae,Sopdet Tesserae,Venus,500,-45,243,Africa,Egypt,Tesserae,TE,1997,Egyptian goddess of Sirius star and the forthcoming year.,"Tessera, tesserae",A,Tessera,tesserae,"an area of tile-like, polygonal terrain. Often represents the oldest material at any given location",goddesses of fate and fortune
5649,Sophia,Sophia,Venus,17.6,-28.6,18.8,Europe,Greek,Craters,AA,1994,First name from Greek.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5660,Sovadi,Sovadi,Venus,12.4,-44.8,225.5,Asia,Cambodia,Craters,AA,2000,Khmer (Cambodia) first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5664,Spandarmat Mons,Spandarmat Mons,Venus,400,-16.5,255,Asia,Iran,Montes,MO,2000,Iranian mother goddess.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
5667,Spidola Dorsa,Spidola Dorsa,Venus,950,-73.5,325,Europe,Latvia,Dorsa,DO,1997,Latvian witch.,"Dorsum, dorsa",A,Dorsum,dorsa,"a ridge, sometimes called a wrinkle ridge",sky goddesses
5682,Stanton,Stanton,Venus,107,-23.3,199.3,North America,American,Craters,AA,1994,Elizabeth C.; American suffragist (1815-1902).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5688,Stefania,Stefania,Venus,11.7,51.3,333.3,Europe,Romania (Rumania),Craters,AA,1985,Romanian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5691,Stein,Stein,Venus,13.3,-30.1,345.5,North America,American,Craters,AA,1991,Gertrude; American writer (1874-1946).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5692,Steinbach,Steinbach,Venus,20.3,-41.4,256.9,Europe,Germany,Craters,AA,1994,Sabina; German sculptor (c. 1250).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5709,Stina,Stina,Venus,10.4,37.4,22.8,Europe,Sweden,Craters,AA,1985,Swedish first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5718,Stopes Patera,Stopes Patera,Venus,169,42.6,46.5,Europe,Great Britain,Paterae,PE,1991,Marie; English paleontologist (1880-1959).,"Patera, paterae",A,Patera,paterae,"an irregular crater, usually referring to the dish-shaped depression atop a volcano",famous women
5719,Storni,Storni,Venus,21.7,-9.8,245.6,South and Central America,Argentina,Craters,AA,1994,Alfonsina; Argentine poet (1892-1938).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5720,Stowe,Stowe,Venus,80,-43.2,233.2,North America,American,Craters,AA,1994,Harriet B.; American novelist (1811-1896).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5725,Strenia Fluctus,Strenia Fluctus,Venus,490,41,250,Europe,Roman,Fluctūs,FL,1997,Roman goddess of New Year festivities.,"Fluctus, fluctūs",A,Fluctus,fluctūs,"terrain covered by outflow of liquid, like lava",miscellaneous goddesses
5729,Stuart,Stuart,Venus,68.6,-30.8,20.2,Europe,Scotland,Craters,AA,1991,Mary; Queen of Scots (1542-1587).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5738,Su-Anasy Corona,Su Anasy Corona,Venus,300,-78,39,Europe,Tartar,Coronae,CR,1997,Tartar/Kumyk/Karachay mother of water.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
5743,Sudenitsa Tesserae,Sudenitsa Tesserae,Venus,4200,33,270,Europe,Slavic,Tesserae,TE,1997,Slavic fate deities (three sisters).,"Tessera, tesserae",A,Tessera,tesserae,"an area of tile-like, polygonal terrain. Often represents the oldest material at any given location",goddesses of fate and fortune
5744,Sudice Tessera,Sudice Tessera,Venus,500,-37,112,Europe,Czechoslovakia,Tesserae,TE,1997,Czech goddess of fate.,"Tessera, tesserae",A,Tessera,tesserae,"an area of tile-like, polygonal terrain. Often represents the oldest material at any given location",goddesses of fate and fortune
5749,Sui-ur Linea,Sui ur Linea,Venus,700,-61,260,Asia,Siberia,Lineae,LI,1997,Mansi (Ob River Ugra) wife of war god.,"Linea, lineae",A,Linea,lineae,"a general term for any long marking, dark or bright, on a planet's surface",goddesses of war
5753,Suliko,Suliko,Venus,14.9,9.6,214.6,Asia,Georgia,Craters,AA,1994,Georgian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5754,Sulis Corona,Sulis Corona,Venus,136,44.3,14.2,Europe,Great Britain,Coronae,CR,2000,British goddess of springs and healing waters.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
5756,Sullivan,Sullivan,Venus,32,-1.4,110.9,North America,American,Craters,AA,1994,Anne; American teacher of Helen Keller (1866-1936).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5759,Sumerla Tholi,Sumerla Tholi,Venus,90,-13.8,252.2,Europe,Slavic,Tholi,TH,2000,E. Slavic underworld goddess.,"Tholus, tholi",A,Tholus,tholi,a small domical mountain or hill,miscellaneous goddesses
5764,Sunna Dorsa,Sunna Dorsa,Venus,500,-53,134,Europe,Norse,Dorsa,DO,1997,Norse sun goddess.,"Dorsum, dorsa",A,Dorsum,dorsa,"a ridge, sometimes called a wrinkle ridge",sky goddesses
5765,Sunrta Corona,Sunrta Corona,Venus,170,8.3,11.7,Asia,India,Coronae,CR,1994,Hindu fertility goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
5766,Surija,Surija,Venus,15.3,5.3,178.2,Asia,Azerbaijan,Craters,AA,1994,Azeri first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5772,Surupa Dorsa,Surupa Dorsa,Venus,981,71.7,209,Asia,India,Dorsa,DO,1997,"Hindu sky goddess, bringer of rain.","Dorsum, dorsa",A,Dorsum,dorsa,"a ridge, sometimes called a wrinkle ridge",sky goddesses
5777,Susanna,Susanna,Venus,13.3,6,93.3,Asia,Hebrew,Craters,AA,1994,First name from Hebrew.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5775,Sus-Khotin Corona,Sus Khotin Corona,Venus,110,-54,241,Asia,Tajik,Coronae,CR,2000,Tajik and Uzbek fertility and rain goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
5779,Sutkatyn Chasmata,Sutkatyn Chasmata,Venus,350,-64,11,Europe,Caucasus,Chasmata,CM,1997,Kumyk (Daghestan) forest spirit.,"Chasma, chasmata",A,Chasma,chasmata,"a deep, elongated, steep-sided depression",goddesses of the hunt or moon goddesses
5783,Sveta,Sveta,Venus,21,82.5,273.2,Europe,Russia,Craters,AA,1991,Russian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5798,Syvne Fluctus,Syvne Fluctus,Venus,900,-36,72,Asia,Siberia,Fluctūs,FL,2000,Nenets (Samoyed) winter maiden.,"Fluctus, fluctūs",A,Fluctus,fluctūs,"terrain covered by outflow of liquid, like lava",miscellaneous goddesses
5416,[Szél-anya Dorsa],Szel anya Dorsa,Venus,975,79.4,81.3,Europe,Hungary,Dorsa,DO,1985,Hungarian wind mother.,"Dorsum, dorsa",A,Dorsum,dorsa,"a ridge, sometimes called a wrinkle ridge",sky goddesses
14799,Szél-anya Lineae,Szel-anya Lineae,Venus,975,79.4,81.3,Europe,Hungary,Lineae,LI,1985,Hungarian wind mother.,"Linea, lineae",A,Linea,lineae,"a general term for any long marking, dark or bright, on a planet's surface",goddesses of war
5815,Tacoma Corona,Tacoma Corona,Venus,500,-37,288,North America,American,Coronae,CR,1994,"Earth goddess of Salish, Puyallup & Yakima Indians.","Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
5817,Tadaka Corona,Tadaka Corona,Venus,260,-4,210.5,Asia,India,Coronae,CR,2003,Indian Earth and nature goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
5820,Taglioni,Taglioni,Venus,31,41.7,122.6,Europe,Italy,Craters,AA,1985,Maria; Italian ballet dancer (1804-1884).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5822,Tahia,Tahia,Venus,6.1,44.3,73.7,Oceania,Polynesia,Craters,AA,1997,Polynesian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5823,Tahmina Planitia,Tahmina Planitia,Venus,3000,-23,80,Asia,Iran,Planitiae,PL,1997,"Iranian (Farsi) epic heroine, wife of knight Rustam.","Planitia, planitiae",A,Planitia,planitiae,a low plain,mythological heroines
5825,Tai-pe Valles,Tai pe Valles,Venus,400,11,156.5,Asia,China,Valles,VA,1997,Chinese name for planet Venus.,"Vallis, valles",A,Vallis,valles,a valley,"the word for Venus in various world languages (if 400 km and longer), or river goddesses (if less than 400 km in length)"
5827,Taira,Taira,Venus,19.6,-1.6,296.8,Asia,Georgia,Craters,AA,1994,Osset first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5824,Tai Shan Corona,Tai Shan Corona,Venus,175,-32.5,95,Asia,China,Coronae,CR,1994,Chinese fertility goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
5832,Tako,Tako,Venus,10.7,25.1,285.3,Africa,Guinea,Craters,AA,1997,Fulbe first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5833,Takus Mana Corona,Takus Mana Corona,Venus,125,-19.6,345.3,North America,Hopi,Coronae,CR,1994,Hopi (USA) fertility goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
5835,Talakin Mons,Talakin Mons,Venus,175,-11,355.4,North America,Navajo,Montes,MO,1994,Navajo (USA) goddess.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
5841,Talvikki,Talvikki,Venus,12.6,41.9,22,Europe,Finland,Craters,AA,1997,Finnish first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5842,Tamara,Tamara,Venus,11,61.6,317.2,Asia,Georgia,Craters,AA,1985,Georgian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5844,Tamfana Corona,Tamfana Corona,Venus,400,-36.3,6,Europe,Norse,Coronae,CR,1994,Norse fertility goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
5845,Tamiyo Corona,Tamiyo Corona,Venus,400,-36,298.5,Asia,Japan,Coronae,CR,1994,Jpanese goddess of abundance.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
5854,Tangba Corona,Tangba Corona,Venus,200,-47,258,Africa,Burkina Faso (Upper Volta),Coronae,CR,1997,Lobi (Burkina Faso) earth goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
5861,Tanya,Tanya,Venus,14,-19.3,282.7,Europe,Russia,Craters,AA,1994,Russian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
5848,Tan-yondozo Vallis,Tan yondozo Vallis,Venus,800,-41.5,87,Europe,Bashkir,Valles,VA,1997,Bashkir name for planet Venus.,"Vallis, valles",A,Vallis,valles,a valley,"the word for Venus in various world languages (if 400 km and longer), or river goddesses (if less than 400 km in length)"
5862,Tapati Vallis,Tapati Vallis,Venus,150,27,304,Asia,India,Valles,VA,1997,Indian Tapti (Tapi) River goddess.,"Vallis, valles",A,Vallis,valles,a valley,"the word for Venus in various world languages (if 400 km and longer), or river goddesses (if less than 400 km in length)"
5866,Taranga Corona,Taranga Corona,Venus,525,16.5,251.5,Oceania,Society Is.,Coronae,CR,1994,Polynesian fertility goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
5869,Tarbell Patera,Tarbell Patera,Venus,80,-58.2,351.5,North America,American,Paterae,PE,1994,"Ida; American author, editor (1857-1944).","Patera, paterae",A,Patera,paterae,"an irregular crater, usually referring to the dish-shaped depression atop a volcano",famous women
5870,Tari Pennu Corona,Tari Pennu Corona,Venus,180,0.3,264.3,Asia,India,Coronae,CR,2003,Khonds (India) Earth goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
